recipe_id,title,title_clean,kategori,ingredients_raw,ingredients_clean,ingredients_tfidf,steps_list,steps_count,estimated_time_min,loves,URL
6035,Kulit sapi tumis cabe ijo,kulit sapi tumis cabe ijo,sapi,"['250 gr kulit sapi', '2 lbr daun salam', '4 lbr daun jeruk', '1 ruas lengkuas', '1 btg serai', 'Secukupnya garam', 'Secukupnya gula pasir', '1 bks kaldu sapi bubuk', '1/2 sdt merica bubuk', 'Minyak untuk menumis', 'Air', 'Bumbu cabe ijo :', '1/2 ons cabe keriting hijau', '4 siung bawang merah', '2 buah tomat hijau', '2 siung bawang putih', 'secukupnya cabe rawit']","['kulit sapi', 'daun salam', 'daun jeruk', 'lengkuas', 'serai', 'garam', 'gula pasir', 'kaldu sapi bubuk', 'merica bubuk', 'minyak menumis', 'air', 'bumbu cabe ijo', 'cabe keriting hijau', 'bawang merah', 'tomat hijau', 'bawang putih', 'cabe rawit']",kulit sapi daun salam daun jeruk lengkuas serai garam gula pasir kaldu sapi bubuk merica bubuk minyak menumis air bumbu cabe ijo cabe keriting hijau bawang merah tomat hijau bawang putih cabe rawit,"['1) Cuci kulit sapi hingga bersih, kemudian rebus kulit sapi dengan daun salam, batang serai yang sdh di geprek, dan 2 lbr daun jeruk hingga empuk. Angkat dan cuci kembali. Lalu potong dadu atau sesuai selera\n2) Rebus cabe keriting hijau, tomat hijau, bawang merah, bawang putih hingga layu. Kemudian haluskan tapi jangan terlalu halus.\n3) Tumis bumbu cabe hijau dan daun jeruk dengan dengan sedikit minyak hingga harum. Kemudian masukan kulit sapi. Tambahkan sedikit air, masukan kaldu bubuk, merica, garam, dan gula pasir. Koreksi rasa. Angkat.']",3,21,5,https://cookpad.com/id/resep/3468145-kulit-sapi-tumis-cabe-ijo
6036,Brocoli sapi teriyaki,brocoli sapi teriyaki,sapi,"['250 gram daging sapi di iris2', '250 gram brocoli', '1 bh paprika', '1/2 butir bawang bombay', '2 siung bawang putih', '1 ruas jahe', 'Garam', 'Merica', 'Gula', 'Air es', 'Air untuk merebus', 'Minyak untuk menumis/mentega', 'Bahan perendam :', '1 sendok kecap/sesuai selera', '1 sendok saos tiram', '1 sendok saos teriyaki', '1 sendok minyak wijen']","['daging sapi', 'brocoli', 'paprika', 'bawang bombai', 'bawang putih', 'jahe', 'garam', 'merica', 'gula', 'air es', 'air merebus', 'minyak menumis mentega', 'perendam', 'kecap', 'saos tiram', 'saos teriyaki', 'minyak wijen']",daging sapi brocoli paprika bawang bombai bawang putih jahe garam merica gula air es air merebus minyak menumis mentega perendam kecap saos tiram saos teriyaki minyak wijen,"['1) Rendam daging dengan bahan perendam kurleb 30 menit\n2) Rebus brokoli yg sudah di potong2 sampai matang.. Beri garam.. Setelah matang masukan ke dalam air es, supaya hijau nya cantik\n3) Potong rajang bawang bombay, bawang putih, jahe.. Tumis hingga harum masukan rendaman daging sapi tadi\n4) Beri air sedikit.. Masukan merica, garam, gula Masukan paprika yg d potong dadu.. Koreksi rasa..\n5) Tata brokili yg sudah d rendam air es di piring.. Siram dengan daging sapi yg sudah matang.. Siap d santap']",5,30,2,https://cookpad.com/id/resep/3466514-brocoli-sapi-teriyaki
6037,Gepuk Daging Sapi Ala Yeni,gepuk daging sapi ala yeni,sapi,"['1/2 kg daging sapi', '1 bh Santan kara cair', '5 buah kemiri', '3 cm Lengkuas', '1/2 cm jahe', '3 bh Serai (batang putihnya)', '5 lembar Daun salam', '1 sendok makan Air asam jawa', 'Gula aren/gula merah (sesuai selera)', 'secukupnya Garam', 'Penyedap rasa', '1/4 sendok teh Pala', '10 siung Bawang merah', '7 siung Bawang putih', 'Bawang goreng untuk taburan', 'secukupnya Minyak goreng']","['daging sapi', 'santan kara cair', 'kemiri', 'lengkuas', 'jahe', 'serai putihnya', 'daun salam', 'asam jawa', 'gula aren gula merah', 'garam', 'penyedap', 'pala', 'bawang merah', 'bawang putih', 'bawang taburan', 'minyak']",daging sapi santan kara cair kemiri lengkuas jahe serai putihnya daun salam asam jawa gula aren gula merah garam penyedap pala bawang merah bawang putih bawang taburan minyak,"['1) Potong daging sapi sesuai selera, lalu rebus dengan air kurleb 1 liter bersama lengkuas yg dimemarkan, daun salam, batang sereh, 3 siung bawang putih yg sudah dihaluskan dan lada, kurleb 1 jam sampe empuk. Angkat daging dari air rebusan, pukul"" daging pake ulekan atau pake alat khusus sampe agak melebar dan makin empuk. Sisihkan air rebusan (kaldu).\n2) Selama menunggu daging sapi empuk, haluskan bawang putih, bawang merah, kemiri, jahe dan pala.\n3) Buat air asam jawa (saya, dari 2 biji asam)\n4) Tumis bumbu yg sudah dihaluskan sampe berminyak (matang) dan harum. Masukan air kaldu bersama bumbu semua yg ada di air rebusan sampe mendidih, lalu masukan daging, garam, air asam jawa, gula aren, sedikit bumbu penyedap rasa, santan.\n5) Masak sambil diaduk""terus biar bumbu dan santan bener"" meresap, sampe air benar"" kering dan bumbu menempel di daging. Angkat.\n6) Goreng daging jgn terlalu lama biar ga keras, angkat, simpan di piring sajian, taburkan bawang goreng di atas gepuk.\n7) Sajikan, dimakan selagi panas bersama sambal tolenjeng (cabe rawit, bawang merah, gula, garam) sebagai penambah nikmat sesuai selera. Selamat mencoba.']",8,60,14,https://cookpad.com/id/resep/3428518-gepuk-daging-sapi-ala-yeni
6038,Pizza Beef Mozzarella,pizza beef mozzarella,sapi,"['100 gr tepung terigu', '1 sendok teh ragi instan', '1 sendok makan minyak goreng', 'sejumput garam', '1 sendok makan gula pasir', 'secukupnya air hangat', 'secukupnya bawang bombai', '2 biji sosis sapi', '2 lembar beef', 'saos cabe', 'saos spaghetti', 'cheese mozzarella diparut', 'cheese quick melt diparut']","['tepung terigu', 'ragi instan', 'minyak', 'sejumput garam', 'gula pasir', 'air hangat', 'bawang bombai', 'sosis sapi', 'beef', 'saos cabe', 'saos spaghetti', 'cheese mozzarella diparut', 'cheese quick melt diparut']",tepung terigu ragi instan minyak sejumput garam gula pasir air hangat bawang bombai sosis sapi beef saos cabe saos spaghetti cheese mozzarella diparut cheese quick melt diparut,"['1) Campurkan air hangat, ragi dan gula di gelas dan diamkan 10 menit sampai berbuih dan kemudian sisihkan..potong2 sosis dan beef, iris bawang bombai kemudian tumis sampai matang\n2) Diwadah terpisah campurkan tepung, garam, gula ragi aduk sampe rata tambahkan ragi uleni sampe kalis diamkan 60 menit sambil ditutup kain basah/ lembab\n3) Setelah 60 menit kempiskan adonan dan uleni sedikit, tata adonan di teflon (sy pakai teflon ukuran kecil jadi bisa dapat 2 porsi / 2 piring pizza) jangan lupa tusuk2 dengan garpu yaa\n4) Kemudian urutannya masukkan saos spaghetti, sedikit saos sambal, bawang bombai, sosis, beef dan keju\n5) Panggang di api sangat kecil selama 20 menit dan ditutup rapat (kebanyakan naruh keju sampe tumpah2 deh)\n6) Angkat dan siap dihidangkan']",6,150,12,https://cookpad.com/id/resep/3465964-pizza-beef-mozzarella
6039,Beef Sausage Fondue with bbq sauce and mushroom sauce,beef sausage fondue with bbq sauce and mushroom sauce,sapi,"['200 gram daging sapi (aku pake sirloin dipotong kotak2)', '3 buah Sosis potong bagi 5', '1 sdm butter', 'Bahan Marinasi Daging dan Sosis :', 'Garam', 'Lada hitam', 'Bawang putih bubuk', 'Olive oil', 'Parsley', 'Rose mary', 'Bahan BBQ Sauce :', 'Bawang bombai', 'Butter', 'Kecap manis', 'Saus tomat', 'Kecap inggris', 'Garam', 'Lada hitam bubuk', 'Bahan Mushroom Sauce :', 'Susu / cooking cream', 'Keju cheddar', 'Keju parmesan', 'Bawang putih', 'Olive oil', 'Parsley', 'Jamur champignon']","['daging sapi pake sirloin dipotong', 'sosis', 'butter', 'marinasi daging sosis', 'garam', 'lada hitam', 'bawang putih bubuk', 'olive oil', 'parsley', 'rose mary', 'bbq sauce', 'bawang bombai', 'butter', 'kecap manis', 'saus tomat', 'kecap inggris', 'garam', 'lada', 'mushroom sauce', 'susu cooking cream', 'keju cheddar', 'keju parmesan', 'bawang putih', 'olive oil', 'parsley', 'jamur champignon']",daging sapi pake sirloin dipotong sosis butter marinasi daging sosis garam lada hitam bawang putih bubuk olive oil parsley rose mary bbq sauce bawang bombai butter kecap manis saus tomat kecap inggris garam lada mushroom sauce susu cooking cream keju cheddar keju parmesan bawang putih olive oil parsley jamur champignon,"['1) Pertama2 kita marinasi daging dgn bumbu marinasi (butter jangan dimasukkan) sisihkan\n2) Lalu buat saucenya..dimulai dari saus bbq.. tumis bawang bombay menggunakan butter sampei golden colour\n3) Lalu masukan kecap manis ini agak banyak.. aduk hingga mendidih (hati2 gosong)\n4) Lalu masukkan saus tomat (banyak) + kecap inggris (sedikit 1 sdm) + bumbu2 lain.. aduk.. icip2.. jadi deh.. sisihkan\n5) Skrg saus mushroom..tumis bawang putih menggunakan olive oil.. sampi harum...\n6) Masukkan jamur champignon.. aduk2 sampe setengah matang.. masukkan susu/ cooking cream.. lalu masukkan cheddar cheese yg sudah diparut (agar cpt meleleh)\n7) Setelah teraduk masukan keju parmesan dan bumbu lainnya.. aduk2.. icip2... selesai sisihkan\n8) SekarNg setelah 2 mcm sauce selesai, kita bisa bikin 2 mcm saus lagi yaitu sambel botol biasa dan saus botol bangkok thailand\n9) Setelah penempatan saus.. saatnya memasak daging dan sosis.. tumis daging dan sosis yg sudah di marinated (tidak usah pake butter atau minyak karna kita sudah marinasi daging dgn minyak)\n10) Tumis hingga tingkat kematangan yg diinginkan, lalu terahir beri butter.. aduk2 lgs sisihkan..\n11) Jadi deh... makannya bs pake kentang goreng..']",11,77,2,https://cookpad.com/id/resep/3428179-beef-sausage-fondue-with-bbq-sauce-and-mushroom-sauce
6040,Daging sapi teriyaki (Beef Teriyaki),daging sapi teriyaki ( beef teriyaki ),sapi,"['500 gr Daging sapi', '8 sdm Saos teriyaki', '1 buah Bawang bombay', '1/2 buah Paprika hijau', '3 Buah cabe merah', '3 buah Bawang putih', '3 cm Jahe', '1/2 sdm Lada', 'Garam', 'Gula', 'Secukupnya minyak goreng', '500 ml Air matang']","['daging sapi', 'saos teriyaki', 'bawang bombai', 'paprika hijau', 'cabe merah', 'bawang putih', 'jahe', 'lada', 'garam', 'gula', 'minyak', 'air matang']",daging sapi saos teriyaki bawang bombai paprika hijau cabe merah bawang putih jahe lada garam gula minyak air matang,"['1) Siapkan wajan berisikan air, masak air sampai mendidih lalu masukan daging sapi (masak daging sampai setengah matang, buang busa & kotoran yang timbul)\n2) Buang air rebusannya dan ganti dengan air mendidih yang baru, masukan daging sapi tersebut sampai empuk lalu ditiriskan dan dipotong sesuai selera\n3) Siapakan wajan dengan minyak secukupnya untuk menumis\n4) Masukkan bawang putih, bawang bombay, jahe (dimemarkan), paprika dan cabe yang sudah dipotong sesuai selera\n5) Aduk sampai timbul wangi khas tumisan\n6) Masukkan daging sapi lalu diaduk sampai meresap, setelah itu tambahkan gula, garam, lada dan kecap teriyaki secukupnya\n7) Lalu tuang air sedikit demi sedikit kedalam masakan dan biarkan sampai meresap\n8) Kalau sudah meresap, angkat dan siap disajikan.']",8,56,4,https://cookpad.com/id/resep/3465140-daging-sapi-teriyaki-beef-teriyaki
6041,Tomato Beef Stew,tomato beef stew,sapi,"['1.000 g Daging Sapi, siap masak potong kecil-kecil', '4 buah Kentang, potong kotak-kotak', '2 buah Bawang Bombay, cincang halus', '500 g Tomat Merah, potong 4 bagian', '10 siung Bawang Putih, cincang halus', '1 sdm Curry Powder', '1/2 sdt Pala Bubuk', '1/2 sdt Kayu Manis Bubuk', 'secukupnya Air Panas', '5 sdm Palm Sugar', '2 sdt Garam', '2 sdt Lada Bubuk', 'secukupnya Bawang Merah Goreng', 'secukupnya Canola Oil']","['daging sapi', 'masak', 'kentang', 'bawang bombai', 'tomat merah', 'bawang putih', 'curry powder', 'pala', 'kayu manis bubuk', 'air panas', 'palm sugar', 'garam', 'lada', 'bawang merah', 'canola oil']",daging sapi masak kentang bawang bombai tomat merah bawang putih curry powder pala kayu manis bubuk air panas palm sugar garam lada bawang merah canola oil,"['1) Panaskan canola oil + bawang putih + bawang bombay, tumis hingga harum\n2) Tambahkan daging sapi + kentang + curry powder + pala bubuk + kayu manis bubuk + lada bubuk, aduk rata\n3) Tambahkan air panas sedikit, aduk rata. Biarkan air meresap\n4) Tambahkan garam + palm sugar + air panas + tomat, masak hingga tomat larut dan daging lunak\n5) Sajikan dengan taburan bawang merah goreng']",5,35,8,https://cookpad.com/id/resep/3464527-tomato-beef-stew
6042,#Sop Iga Sapi,#sop iga sapi,sapi,"['500 g Iga sapi', '250 g Wortel', '250 g Kentang', '1 batang daun sledri', '1 batang daun bawang', 'Bawang goreng sckupnya', 'Lada bubuk sckupnya', '3 siung Bawang putih', '3 cm kayu manis', '3 buah kapulaga', 'Bubuk Pala sckupnya', 'Garam & Royko Sckupnya', 'Air 4 liter untuk merebus Daging']","['iga sapi', 'wortel', 'kentang', 'daun sledri', 'daun bawang', 'bawang sckupnya', 'lada sckupnya', 'bawang putih', 'kayu manis', 'kapulaga', 'pala sckupnya', 'garam royko sckupnya', 'air merebus daging']",iga sapi wortel kentang daun sledri daun bawang bawang sckupnya lada sckupnya bawang putih kayu manis kapulaga pala sckupnya garam royko sckupnya air merebus daging,['1) Didihkan Air lalu masukan Daging Iga dan rebus hingga kira2 Empuk dagingnya\n2) Setelah empuk tambah kan air sckupnya kurleb 1lter dan tunggu hingga mendidih lagi lalu masukan kentang dan wortel serta bumbu lainya\n3) Lalu cicip rasa trakhir masukan daun bawang dan sledri serta bawang goreng\n4) Matikan kompor lalu hidangkan Hangat hangat hhhmm segerrreee'],4,28,6,https://cookpad.com/id/resep/3453512-sop-iga-sapi
6043,Bakso Sapi asli krenyess ala bunda 3D,bakso sapi asli krenyess ala bunda d,sapi,"['1 kg daging giling segar (bukan beku/ pernah di freezer)', '2 sdm bawang merah goreng', '8 siung bawang putih goreng', '1 sdt baking powder', '2 sdt Gula', '4 sdt Garam', '2 sdt Merica', '9 sdm tepung tapioca', '2 putih telur dingin (dari kulkas)', '4 es batu kecil', 'secukupnya Kaldu bubuk', 'Kuah Bakso:', '4 liter Air', '1/2 kg Iga sapi', '6 siung Bawang putih', '1 sdm Bawang merah goreng', '3 siung Kemiri', 'secukupnya Garam, gula, merica', '2 btg Daun Bawang diiris halus']","['daging giling segar beku freezer', 'bawang merah', 'bawang putih', 'baking powder', 'gula', 'garam', 'merica', 'tepung tapioca', 'putih telur dingin kulkas', 'es batu', 'kaldu bubuk', 'kuah bakso', 'air', 'iga sapi', 'bawang putih', 'bawang merah', 'kemiri', 'garam', 'gula', 'merica', 'btg daun bawang diiris']",daging giling segar beku freezer bawang merah bawang putih baking powder gula garam merica tepung tapioca putih telur dingin kulkas es batu kaldu bubuk kuah bakso air iga sapi bawang putih bawang merah kemiri garam gula merica btg daun bawang diiris,['1) Masukkan daging dan duo bawang ke food processor\n2) Lalu masukkan bahan lainnya\n3) Terakhir masukkan putih telur dan es batu\n4) Kalau ingin buat bakso halus.... agak lama kita masukkan ke food processornya\n5) Masak air di panci hingga mendidih..... lalu kecilkan api. langsung bentuk2 bakso masukkan ke dalam panci...\n6) Angkat apabila bakso sudah mengapung\n7) Kuah bakso: Rebus iga sapi sampai empuk....\n8) Ulek semua bumbu sampai halus... Tumis hingga harum lalu masukkan di dlm air rebusan iga tadi sampai mendidih.... koreksi rasa..... Cemplungkan daun bawang dan bakso selama 5 menit....\n9) Bakso siap dihidangkan bersama pelengkap lainnya\n10) Atau bisa ditaruh freezer buat stok'],11,5,7,https://cookpad.com/id/resep/3464044-bakso-sapi-asli-krenyess-ala-bunda-3d
6044,Sop sumsum sapi #alaraisa,sop sumsum sapi,sapi,"['1 bonggol lutut sapi (yg masih ada sumsumnya)', 'bumbu ulek halus', '5 bawang merah & bawang putih', '10 lada', 'secukupnya garam', 'cabe jawa 3 bh (sesuai selera)', 'bahan sayuran', '2 bh kentang', '4 bh wortel', '200 gr jamur kuping', '100 gr buncis', 'daun bawang']","['lutut sapi sumsumnya', 'bumbu ulek', 'bawang merah bawang putih', 'lada', 'garam', 'cabe jawa', 'sayuran', 'kentang', 'wortel', 'jamur kuping', 'buncis', 'daun bawang']",lutut sapi sumsumnya bumbu ulek bawang merah bawang putih lada garam cabe jawa sayuran kentang wortel jamur kuping buncis daun bawang,['1) Cuci bonggol sapi sampe bersih\n2) Rebus bonggol sapi kurang lebih 1jam beri garam secukupnya dan peras jeruk nipis\n3) Haluskan semua bahan bumbu. Lalu tumis sedikit dengan sedikit minyak goreng\n4) Setelah wangi siram dengan air kaldu (rebusan bonggol sapi)\n5) Masukkan sayur2 tsb yg sudah dipotong2. Rebus selama max 15 mnt.\n6) Tambahkan garam & lada sesuai selara dan masukkan sumsum sapi..\n7) Koreksi rasa. Lalu masukkan daun bawang\n8) Siap dihidangkan..'],8,75,3,https://cookpad.com/id/resep/3464098-sop-sumsum-sapi-alaraisa
6045,Rendang sapi kentang🐮🐮🐮,rendang sapi kentang,sapi,"['1/4 kg daging sapi, potong dadu', '1/2 kg kentang, kupas, potong dadu, goreng smp kering', '1 ons cabe rawit merah', '1 ons cabe merah keriting', '5 buah bawang putih', '5 buah bawang merah', '1 buah bawang bombai', '1 ruas jahe', '1 ruas kunyit', '1 ruas laos', '10 lbr daun jeruk', '4 lbr daun salam', '2 batang serai', '2 butir kemiri', 'Santan', 'Minyak unt menumis', 'Royko sapi', 'Gula pasir']","['daging sapi', 'dadu', 'kentang', 'kupas', 'dadu', 'smp kering', 'cabe rawit merah', 'cabe merah keriting', 'bawang putih', 'bawang merah', 'bawang bombai', 'jahe', 'kunyit', 'laos', 'daun jeruk', 'daun salam', 'serai', 'kemiri', 'santan', 'minyak unt menumis', 'royko sapi', 'gula pasir']",daging sapi dadu kentang kupas dadu smp kering cabe rawit merah cabe merah keriting bawang putih bawang merah bawang bombai jahe kunyit laos daun jeruk daun salam serai kemiri santan minyak unt menumis royko sapi gula pasir,"['1) Blender halus cabai, kemiri, jahe, kunyit smp halus.\n2) Iris2 bawang merah, bawang putih dan bombai.\n3) Panaskan minyak, masukkan bombai aduk smp layu, kmd masukkan bawang putih dan bawang merah, setelah layu masukkan bumbu halus, daun salam, daun jeruk, laos dan serai, tumis smp matang.\n4) Setelah matang masukkan daging sapi, royko sapi, gula pasir dan sedikit air unt melunakkan daging, tunggu smp daging benar2 lunak.\n5) Setelah daging lunak masukkan kentang dan santan. Aduk2 smp bumbu meresap dan santan mngental, setelah santan mengental koreksi rasa, kalo dirasa sudah pas dan mndidih angkat dan sajikan....']",5,35,21,https://cookpad.com/id/resep/3463841-rendang-sapi-kentang%F0%9F%90%AE%F0%9F%90%AE%F0%9F%90%AE
6046,Krengsengan Daging Sapi,krengsengan daging sapi,sapi,"['500 gram daging sapi, potong kotak2, remas dengan daun pepaya, kemudian cuci bersih', '1 buah bawang bombay', '8 siung bawang merah', '5 siung bawang putih', '3 buah cabai merah', '2 buah cabai hijau', '3 sdm kecap manis', 'Garam', 'Asam Jawa', 'Merica', 'Micin', 'Minyak untuk menumis', 'secukupnya Air']","['daging sapi', 'remas daun pepaya', 'bawang bombai', 'bawang merah', 'bawang putih', 'cabai merah', 'cabai hijau', 'kecap manis', 'garam', 'asam jawa', 'merica', 'micin', 'minyak menumis', 'air']",daging sapi remas daun pepaya bawang bombai bawang merah bawang putih cabai merah cabai hijau kecap manis garam asam jawa merica micin minyak menumis air,"['1) Rebus daging sapi hingga empuk, kemudian angkat dan lumuri dengan asam jawa, garam dan micin. Diamkan sekitar 10 menit.\n2) Tumis trio bawang sampai harum\n3) Masukkan daging sapi, aduk, tambahkan air.\n4) Masukkan r*yco sapi, kecap manis, dan merica. Aduk.\n5) Masak hingga air menyusut\n6) Masukkan cabe merah dan ijo yg sdh diiris2 tipis. Koreksi rasa.\n7) Angkat dan sajikan.']",8,10,32,https://cookpad.com/id/resep/3146799-krengsengan-daging-sapi
